session_nr,date,speech_id,speaker_id,first_name,last_name,fraktion,speech_text,speech_len,tokens,clean_text,clean_len
1,2021-10-26,ID20100100,11004325,Gabriele,Katzmarek,SPD,"Sehr geehrter Herr Alterspräsident! So muss ich es jetzt sagen, genau; ich muss mich daran gewöhnen. Nicht lange. Gabriele Katzmarek (SPD): Nicht lange; da haben Sie schon recht. – Liebe Kolleginnen und Kollegen! Meine sehr geehrten Damen und Herren! Die Übernahme der Geschäftsordnung ist eine der ersten wichtigen Entscheidungen, die wir heute zu Beginn der Wahlperiode treffen müssen. Die Geschäftsordnung ist Grundlage für unsere gemeinsame Arbeit. Sie hat sich über viele Wahlperioden bewährt und wird uns auch durch die neue Wahlperiode tragen. Es ist gute Tradition, dass wir die Geschäftsordnung am Anfang einer Wahlperiode mit breiter parlamentarischer Mehrheit übernehmen, und das sollten wir auch heute tun. Sie ist nicht in Stein gemeißelt – das wissen diejenigen, die bereits in der letzten Wahlperiode hier im Bundestag tätig waren –, sondern die Geschäftsordnung ist immer ein, ich sage mal, lebendiges Dokument, das sich den Gegebenheiten des Parlamentarismus, aber auch den Gegebenheiten der Arbeit hier im Deutschen Bundestag anpassen muss. Das muss eine Geschäftsordnung dann auch immer wieder in ihrer Entwicklung nachvollziehen. Wir haben dieses bereits in der letzten Wahlperiode bewiesen und einige grundlegende Änderungen beschlossen, vor allem und vorangestellt die überfällige Reform der Verhaltensregeln. Wir begrüßen auch ausdrücklich die Initiative des scheidenden Präsidenten Herrn Schäuble, die Geschäftsordnung in dieser Wahlperiode einer Generalüberholung zu unterziehen. Wir sind gerne bereit, diese Impulse aufzunehmen, und laden auch alle anderen Fraktionen dazu ein, diesen Weg mit uns gemeinsam zu gehen. Die Vorschläge der Opposition sind ernst zu nehmen. Wir möchten sie aufgreifen und möchten gemeinsam mit Ihnen darüber diskutieren, wie eine Geschäftsordnung überarbeitet werden und in der nächsten Zeit auch wirken kann. Wir plädieren allerdings auch dafür, dass wir die in der letzten Legislaturperiode eingeführten Regelungen für das digitale Tagen von Ausschüssen – vorerst zeitlich möglichst kurz – beibehalten; das können Sie auch unserem Antrag entnehmen. Und wir plädieren dafür, das eingeführte coronabedingte Absenken der Quoren, das notwendig war für die Beschlussfähigkeit des Deutschen Bundestages, in die neue Geschäftsordnung nicht mehr aufzunehmen. Ich bitte, wir bitten Sie um Zustimmung zum vorliegenden Antrag zur Weitergeltung der Geschäftsordnung, damit wir in der erforderlichen Zeit, die wir dann haben, die notwendigen Änderungen gemeinsam diskutieren und hier verabschieden können. Herzlichen Dank. Stefan Müller, CDU/CSU, hat als Nächster das Wort.",369,"['geehrter', 'alterspräsident', 'gewöhnen', 'lange', 'gabriele', 'katzmarek', 'lange', 'recht', 'übernahme', 'geschäftsordnung', 'ersten', 'wichtigen', 'entscheidungen', 'heute', 'beginn', 'wahlperiode', 'treffen', 'geschäftsordnung', 'grundlage', 'gemeinsame', 'arbeit', 'viele', 'wahlperioden', 'bewährt', 'neue', 'wahlperiode', 'tragen', 'gute', 'tradition', 'geschäftsordnung', 'anfang', 'wahlperiode', 'breiter', 'parlamentarischer', 'mehrheit', 'übernehmen', 'sollten', 'heute', 'tun', 'stein', 'gemeißelt', 'diejenigen', 'letzten', 'wahlperiode', 'tätig', 'geschäftsordnung', 'sage', 'lebendiges', 'dokument', 'gegebenheiten', 'parlamentarismus', 'gegebenheiten', 'arbeit', 'deutschen', 'anpassen', 'geschäftsordnung', 'ihrer', 'entwicklung', 'nachvollziehen', 'letzten', 'wahlperiode', 'bewiesen', 'einige', 'grundlegende', 'änderungen', 'beschlossen', 'allem', 'vorangestellt', 'überfällige', 'reform', 'verhaltensregeln', 'begrüßen', 'ausdrücklich', 'initiative', 'scheidenden', 'präsidenten', 'herrn', 'schäuble', 'geschäftsordnung', 'wahlperiode', 'generalüberholung', 'unterziehen', 'gerne', 'bereit', 'impulse', 'aufzunehmen', 'laden', 'alle', 'anderen', 'weg', 'gemeinsam', 'vorschläge', 'opposition', 'ernst', 'aufgreifen', 'gemeinsam', 'ihnen', 'darüber', 'diskutieren', 'wie', 'geschäftsordnung', 'überarbeitet', 'nächsten', 'zeit', 'wirken', 'plädieren', 'letzten', 'legislaturperiode', 'eingeführten', 'regelungen', 'digitale', 'tagen', 'vorerst', 'zeitlich', 'möglichst', 'kurz', 'beibehalten', 'unserem', 'entnehmen', 'plädieren', 'eingeführte', 'coronabedingte', 'absenken', 'quoren', 'notwendig', 'beschlussfähigkeit', 'deutschen', 'neue', 'geschäftsordnung', 'aufzunehmen', 'bitten', 'zustimmung', 'vorliegenden', 'weitergeltung', 'geschäftsordnung', 'erforderlichen', 'zeit', 'notwendigen', 'änderungen', 'gemeinsam', 'diskutieren', 'verabschieden', 'herzlichen', 'dank', 'stefan', 'müller', 'cdu', 'csu', 'nächster', 'wort']",geehrter alterspräsident gewöhnen lange gabriele katzmarek lange recht übernahme geschäftsordnung ersten wichtigen entscheidungen heute beginn wahlperiode treffen geschäftsordnung grundlage gemeinsame arbeit viele wahlperioden bewährt neue wahlperiode tragen gute tradition geschäftsordnung anfang wahlperiode breiter parlamentarischer mehrheit übernehmen sollten heute tun stein gemeißelt diejenigen letzten wahlperiode tätig geschäftsordnung sage lebendiges dokument gegebenheiten parlamentarismus gegebenheiten arbeit deutschen anpassen geschäftsordnung ihrer entwicklung nachvollziehen letzten wahlperiode bewiesen einige grundlegende änderungen beschlossen allem vorangestellt überfällige reform verhaltensregeln begrüßen ausdrücklich initiative scheidenden präsidenten herrn schäuble geschäftsordnung wahlperiode generalüberholung unterziehen gerne bereit impulse aufzunehmen laden alle anderen weg gemeinsam vorschläge opposition ernst aufgreifen gemeinsam ihnen darüber diskutieren wie geschäftsordnung überarbeitet nächsten zeit wirken plädieren letzten legislaturperiode eingeführten regelungen digitale tagen vorerst zeitlich möglichst kurz beibehalten unserem entnehmen plädieren eingeführte coronabedingte absenken quoren notwendig beschlussfähigkeit deutschen neue geschäftsordnung aufzunehmen bitten zustimmung vorliegenden weitergeltung geschäftsordnung erforderlichen zeit notwendigen änderungen gemeinsam diskutieren verabschieden herzlichen dank stefan müller cdu csu nächster wort,150
1,2021-10-26,ID20100200,11003597,Stefan,Müller,CDU/CSU,"Herr Präsident! Liebe Kolleginnen und Kollegen! Die Konstituierung des Bundestages ist ein Festtag der Demokratie. Und wenn man sich auf der Welt mal umsieht und sich anschaut, wie die Situation anderswo ist, dann muss und darf man festhalten: Dass hier und heute ein unabhängiges, ein frei gewähltes, starkes Parlament zusammenkommt, ist ein Geschenk – ein Geschenk, auf das wir stolz sein und für das wir dankbar sein können, liebe Kolleginnen und Kollegen. Ich sage das deswegen, weil Demokratie ja immer auch ein Streit nach Regeln ist, und diese Regeln geben wir uns mit der Geschäftsordnung, die wir gleich beschließen. Diese Geschäftsordnung hat sich insgesamt bewährt, unser parlamentarisches Miteinander zu organisieren; deswegen werden wir den Antrag der SPD auch unterstützen. Dieses Bewähren gilt insbesondere auch für die Kernaufgaben, die dieses Parlament hat, nämlich die Gesetzgebung und die Regierungskontrolle. Natürlich kann man der Auffassung sein, dass manche der Regeln, die schon einige Jahrzehnte alt sind – die Geschäftsordnung ist, glaube ich, in den 80er-Jahren zum letzten Mal wirklich grundlegend überarbeitet worden –, nicht mehr zeitgemäß sind; darüber herrscht, so denke ich jedenfalls, auch fraktionsübergreifend Übereinstimmung. Frau Kollegin Katzmarek hat es gerade angesprochen: Bundestagspräsident Wolfgang Schäuble hat vor Kurzem angeregt, diese Regeln einer Überarbeitung zu unterziehen. Dem Vorschlag, das im zuständigen Geschäftsordnungsausschuss zu tun, schließen wir uns ausdrücklich an. Nicht überarbeitungsbedürftig ist die Geschäftsordnung für uns allerdings bei der Wahl des Bundeskanzlers. Wir werden ja gleich auch über Änderungsanträge der AfD entscheiden; deswegen möchte ich dazu auch gerne Stellung nehmen und die Position der CDU/CSU hier vortragen. Wir glauben, diese Regelungen haben sich in der Vergangenheit bewährt. Um es in aller Klarheit zu sagen: Eine Kanzlerwahl dient nicht der persönlichen Profilierung einer Fraktion, sondern sie dient dazu, diesem Land eine stabile Regierung zu geben. Deshalb soll ja nach dem Willen der Mütter und Väter des Grundgesetzes eine solche Wahl nur auf die Tagesordnung dürfen, wenn erkennbar ist, dass sich für eine erfolgreiche Kanzlerwahl auch eine erkennbare Mehrheit im Bundestag organisiert hat. Daran orientiert sich auch unsere Geschäftsordnung: Der Bundespräsident macht einen Wahlvorschlag; scheitert dieser Vorschlag, muss ein neuer Vorschlag von mindestens einem Viertel der Abgeordneten im Bundestag unterzeichnet sein. Genau da setzt die AfD an, möchte das ändern, möchte gewissermaßen eine Sonderregel für sich selbst einführen. Man stellt sich die Frage, warum das jetzt ausgerechnet am heutigen Tag stattfindet, wo die Kanzlerwahl gar nicht zur Diskussion steht. Wer sich einmal die letzte Wahlperiode anschaut, der weiß ganz genau: Es geht gar nicht um die Sache, sondern es geht darum, für Social Media die richtigen Videoclips zu produzieren. Es geht darum, hier die große politische Bühne zu haben, um sich inszenieren zu können; es geht um nicht mehr und nicht weniger. Die AfD versucht seit mittlerweile vier Jahren, die Bundestagssitzungen für ihren parteipolitischen Klamauk zu missbrauchen. Wir werden nicht zulassen, dass Sie das auch bei der Kanzlerwahl so machen. Die AfD möchte als Fraktion Misstrauensanträge ohne Mindestzahl von Unterstützern stellen können. Hier gilt das Gleiche: Dies ist der Plenarsaal des Bundestages, nicht der Spielplatz für Ihre destruktive Propaganda. Es würde Ihnen bei diesen Misstrauensanträgen nur darum gehen, permanentes Misstrauen in die Institutionen und in unseren Staat zu säen. Das werden wir nicht zulassen. Deswegen werden wir als CDU/CSU Ihre Anträge ablehnen. Britta Haßelmann, Bündnis 90/Die Grünen, hat als Nächste das Wort.",547,"['konstituierung', 'festtag', 'demokratie', 'welt', 'umsieht', 'anschaut', 'wie', 'situation', 'anderswo', 'festhalten', 'heute', 'unabhängiges', 'frei', 'gewähltes', 'starkes', 'parlament', 'zusammenkommt', 'geschenk', 'geschenk', 'stolz', 'dankbar', 'sage', 'deswegen', 'demokratie', 'streit', 'regeln', 'regeln', 'geschäftsordnung', 'gleich', 'beschließen', 'geschäftsordnung', 'insgesamt', 'bewährt', 'parlamentarisches', 'miteinander', 'organisieren', 'deswegen', 'spd', 'unterstützen', 'bewähren', 'gilt', 'insbesondere', 'kernaufgaben', 'parlament', 'gesetzgebung', 'regierungskontrolle', 'natürlich', 'auffassung', 'manche', 'regeln', 'einige', 'jahrzehnte', 'alt', 'geschäftsordnung', 'glaube', 'jahren', 'letzten', 'wirklich', 'grundlegend', 'überarbeitet', 'zeitgemäß', 'darüber', 'herrscht', 'denke', 'jedenfalls', 'fraktionsübergreifend', 'übereinstimmung', 'kollegin', 'katzmarek', 'angesprochen', 'bundestagspräsident', 'wolfgang', 'schäuble', 'kurzem', 'angeregt', 'regeln', 'überarbeitung', 'unterziehen', 'vorschlag', 'zuständigen', 'geschäftsordnungsausschuss', 'tun', 'schließen', 'ausdrücklich', 'überarbeitungsbedürftig', 'geschäftsordnung', 'wahl', 'bundeskanzlers', 'gleich', 'änderungsanträge', 'afd', 'entscheiden', 'deswegen', 'gerne', 'stellung', 'position', 'cdu', 'csu', 'vortragen', 'glauben', 'regelungen', 'vergangenheit', 'bewährt', 'aller', 'klarheit', 'kanzlerwahl', 'dient', 'persönlichen', 'profilierung', 'dient', 'land', 'stabile', 'regierung', 'willen', 'mütter', 'väter', 'grundgesetzes', 'solche', 'wahl', 'erkennbar', 'erfolgreiche', 'kanzlerwahl', 'erkennbare', 'mehrheit', 'organisiert', 'orientiert', 'geschäftsordnung', 'bundespräsident', 'wahlvorschlag', 'scheitert', 'vorschlag', 'neuer', 'vorschlag', 'mindestens', 'viertel', 'unterzeichnet', 'setzt', 'afd', 'ändern', 'gewissermaßen', 'sonderregel', 'selbst', 'einführen', 'frage', 'warum', 'ausgerechnet', 'heutigen', 'tag', 'stattfindet', 'kanzlerwahl', 'gar', 'diskussion', 'steht', 'wer', 'letzte', 'wahlperiode', 'anschaut', 'gar', 'sache', 'social', 'media', 'richtigen', 'videoclips', 'produzieren', 'große', 'politische', 'bühne', 'inszenieren', 'weniger', 'afd', 'versucht', 'mittlerweile', 'jahren', 'bundestagssitzungen', 'ihren', 'parteipolitischen', 'klamauk', 'missbrauchen', 'zulassen', 'kanzlerwahl', 'afd', 'misstrauensanträge', 'mindestzahl', 'unterstützern', 'gilt', 'gleiche', 'dies', 'plenarsaal', 'spielplatz', 'ihre', 'destruktive', 'propaganda', 'würde', 'ihnen', 'misstrauensanträgen', 'permanentes', 'misstrauen', 'institutionen', 'unseren', 'staat', 'säen', 'zulassen', 'deswegen', 'cdu', 'csu', 'ihre', 'ablehnen', 'britta', 'haßelmann', 'bündnis', 'grünen', 'nächste', 'wort']",konstituierung festtag demokratie welt umsieht anschaut wie situation anderswo festhalten heute unabhängiges frei gewähltes starkes parlament zusammenkommt geschenk geschenk stolz dankbar sage deswegen demokratie streit regeln regeln geschäftsordnung gleich beschließen geschäftsordnung insgesamt bewährt parlamentarisches miteinander organisieren deswegen spd unterstützen bewähren gilt insbesondere kernaufgaben parlament gesetzgebung regierungskontrolle natürlich auffassung manche regeln einige jahrzehnte alt geschäftsordnung glaube jahren letzten wirklich grundlegend überarbeitet zeitgemäß darüber herrscht denke jedenfalls fraktionsübergreifend übereinstimmung kollegin katzmarek angesprochen bundestagspräsident wolfgang schäuble kurzem angeregt regeln überarbeitung unterziehen vorschlag zuständigen geschäftsordnungsausschuss tun schließen ausdrücklich überarbeitungsbedürftig geschäftsordnung wahl bundeskanzlers gleich änderungsanträge afd entscheiden deswegen gerne stellung position cdu csu vortragen glauben regelungen vergangenheit bewährt aller klarheit kanzlerwahl dient persönlichen profilierung dient land stabile regierung willen mütter väter grundgesetzes solche wahl erkennbar erfolgreiche kanzlerwahl erkennbare mehrheit organisiert orientiert geschäftsordnung bundespräsident wahlvorschlag scheitert vorschlag neuer vorschlag mindestens viertel unterzeichnet setzt afd ändern gewissermaßen sonderregel selbst einführen frage warum ausgerechnet heutigen tag stattfindet kanzlerwahl gar diskussion steht wer letzte wahlperiode anschaut gar sache social media richtigen videoclips produzieren große politische bühne inszenieren weniger afd versucht mittlerweile jahren bundestagssitzungen ihren parteipolitischen klamauk missbrauchen zulassen kanzlerwahl afd misstrauensanträge mindestzahl unterstützern gilt gleiche dies plenarsaal spielplatz ihre destruktive propaganda würde ihnen misstrauensanträgen permanentes misstrauen institutionen unseren staat säen zulassen deswegen cdu csu ihre ablehnen britta haßelmann bündnis grünen nächste wort,213
1,2021-10-26,ID20100300,11003764,Britta,Haßelmann,BÜNDNIS 90/DIE GRÜNEN,"Sehr geehrter Herr Alterspräsident Wolfgang Schäuble! Sehr geehrte Kolleginnen und Kollegen! Es ist in der Tat wichtig und notwendig, dass wir uns gleich zu Beginn dieser konstituierenden Sitzung einen Rahmen geben. Dieser Rahmen als Grundlage für die Zusammenarbeit ist unsere Geschäftsordnung. Das ist wichtig und notwendig für uns, damit klar ist, wie die Arbeit des Parlamentes funktionieren kann. Manche haben einen solchen Rechtsrahmen nötiger als andere; aber für uns alle ist er verbindlich. Liebe Kolleginnen und Kollegen, meine Damen und Herren, das ist gut und richtig. Der Antrag, den die SPD vorgelegt hat, reagiert an einigen Stellen auch auf die aktuelle Situation. So regelt § 126a der Geschäftsordnung in der pandemischen Zeit eine Ausnahme für die Beschlussfähigkeit des Deutschen Bundestages. Diese heben wir mit dem heutigen Tag auf. Es ist richtig und notwendig, das zu tun; denn wir haben vereinbart, bis auf sehr wenige dort oben, dass wir in einem 3-G-Regime durchaus auch in größerer Anzahl hier tagen können. Deshalb erübrigt sich also auch die Frage, ob wir auch in einer kleineren Anzahl beschlussfähig sind. Also, das macht Sinn, meine Damen und Herren. Wir werden auch im weiteren Prozess noch über einige Änderungen der Geschäftsordnung reden. Liebe Kolleginnen und Kollegen, vor allen Dingen spreche ich jetzt die Neuen hier im Haus an: Natürlich ist eine Geschäftsordnung auch etwas wahnsinnig Lebendiges; denn sie ist ja nicht statisch. Wir haben in den letzten Monaten schon oft darüber geredet, an welcher Stelle wir Änderungen brauchen. Wollen wir zum Beispiel beim Fragerecht noch etwas ändern? Wollen wir uns andere Regeln in bestimmten Umgängen mit den Fraktionen geben? All das wird in den nächsten Wochen und Monaten im Geschäftsordnungsausschuss und abschließend hier diskutiert. Deshalb ist es richtig und gut, zu sagen: Das machen wir dann im Geschäftsordnungsausschuss und bereiten das für das Parlament vor. – Dennoch liegen heute zwei Änderungsanträge vor. Von mir aus nehmen wir die auch mit in den Geschäftsordnungsausschuss. Da können wir noch einmal über den Sinn und Unsinn dieser Änderungsanträge der AfD diskutieren. Ich will in der Sache trotzdem ganz kurz etwas dazu sagen: Was soll dieser Änderungsantrag im Hinblick auf die Absenkung der Anzahl der Abgeordneten, den Bundeskanzler, die Bundeskanzlerin mit einem Viertel der Mitglieder dieses Hauses wählen zu können? Meine Damen und Herren, wer nachdenken kann – das hilft in dieser Situation –, weiß, dass wir bei sehr, sehr vielen Gesetzgebungsverfahren hier im Haus die Kanzler/-innenmehrheit brauchen. Wo sollte also der Sinn liegen, meine Damen und Herren, ausgerechnet bei der Wahl eines Kanzlers oder einer Kanzlerin zu sagen: „Dafür reicht ein Viertel“, außer der Tatsache, dass sich die Abgeordneten der AfD damit erneut ausleben wollen: Woche für Woche, Monat für Monat? Ich finde, es gibt keine sachlich guten Gründe, und das Parlament sollte dem keine Zustimmung geben, meine Damen und Herren. Es ist doch albern. Wir brauchen 369 Abgeordnete für eine Kanzler-/Kanzlerinnenmehrheit bei besonders relevanten Fragen. Aber mit einem Viertel der Abgeordneten soll man den Kanzler oder die Kanzlerin vorschlagen können? Das ist doch absurd. Und die Ankündigung, dass ein gewisser Herr Brandner das vorstellen will, macht es nicht besser, meine Damen und Herren. Also ich schlage vor: Wir nehmen das mit. – Meine Haltung dazu ist klar, und ich habe gehört: Anderen geht es ähnlich. Der zweite Änderungsantrag im Hinblick auf die Frage, ob wir demnächst parlamentarische Initiativen oder Anträge, so wie es die Lebenswirklichkeit vieler Menschen abbildet, auch gendern. Das scheint den Horizont mancher Abgeordneter in der AfD zu übersteigen. Sie merken: Die Stimmung wird auch anders. Man hält es kaum aus. Ich sage nur, meine Damen und Herren: Kommen Sie doch einfach in der Lebenswirklichkeit an. Machen Sie es doch, wie Sie es wollen, aber schreiben Sie nicht allen anderen vor, was sie zu denken, zu tun und zu reden haben. Insofern nehmen wir das gerne mit in die Diskussion im Geschäftsordnungsausschuss. Ich denke, wir starten heute einfach einmal ganz gut durch, und das ohne die Änderungsanträge der AfD. Vielen Dank. Nächster Redner ist der Kollege Dr. Marco Buschmann, FDP.",664,"['geehrter', 'alterspräsident', 'wolfgang', 'schäuble', 'tat', 'wichtig', 'notwendig', 'gleich', 'beginn', 'konstituierenden', 'rahmen', 'rahmen', 'grundlage', 'zusammenarbeit', 'geschäftsordnung', 'wichtig', 'notwendig', 'klar', 'wie', 'arbeit', 'parlamentes', 'funktionieren', 'manche', 'solchen', 'rechtsrahmen', 'nötiger', 'andere', 'alle', 'verbindlich', 'gut', 'richtig', 'spd', 'vorgelegt', 'reagiert', 'einigen', 'aktuelle', 'situation', 'regelt', 'geschäftsordnung', 'pandemischen', 'zeit', 'ausnahme', 'beschlussfähigkeit', 'deutschen', 'heben', 'heutigen', 'tag', 'richtig', 'notwendig', 'tun', 'vereinbart', 'wenige', 'oben', 'regime', 'durchaus', 'größerer', 'anzahl', 'tagen', 'erübrigt', 'also', 'frage', 'kleineren', 'anzahl', 'beschlussfähig', 'also', 'sinn', 'weiteren', 'prozess', 'einige', 'änderungen', 'geschäftsordnung', 'allen', 'dingen', 'spreche', 'neuen', 'haus', 'natürlich', 'geschäftsordnung', 'etwas', 'wahnsinnig', 'lebendiges', 'statisch', 'letzten', 'monaten', 'darüber', 'geredet', 'welcher', 'änderungen', 'beispiel', 'fragerecht', 'etwas', 'ändern', 'andere', 'regeln', 'bestimmten', 'umgängen', 'all', 'nächsten', 'wochen', 'monaten', 'geschäftsordnungsausschuss', 'abschließend', 'diskutiert', 'richtig', 'gut', 'geschäftsordnungsausschuss', 'bereiten', 'parlament', 'liegen', 'heute', 'änderungsanträge', 'geschäftsordnungsausschuss', 'sinn', 'unsinn', 'änderungsanträge', 'afd', 'diskutieren', 'sache', 'kurz', 'etwas', 'was', 'änderungsantrag', 'hinblick', 'absenkung', 'anzahl', 'bundeskanzler', 'bundeskanzlerin', 'viertel', 'mitglieder', 'hauses', 'wählen', 'wer', 'nachdenken', 'hilft', 'situation', 'gesetzgebungsverfahren', 'haus', 'kanzler', 'innenmehrheit', 'also', 'sinn', 'liegen', 'ausgerechnet', 'wahl', 'kanzlers', 'kanzlerin', 'reicht', 'viertel', 'tatsache', 'afd', 'erneut', 'ausleben', 'woche', 'woche', 'monat', 'monat', 'finde', 'sachlich', 'guten', 'gründe', 'parlament', 'zustimmung', 'albern', 'kanzler', 'kanzlerinnenmehrheit', 'relevanten', 'fragen', 'viertel', 'kanzler', 'kanzlerin', 'vorschlagen', 'absurd', 'ankündigung', 'gewisser', 'brandner', 'vorstellen', 'besser', 'also', 'schlage', 'haltung', 'klar', 'gehört', 'anderen', 'ähnlich', 'änderungsantrag', 'hinblick', 'frage', 'demnächst', 'initiativen', 'wie', 'lebenswirklichkeit', 'vieler', 'menschen', 'abbildet', 'gendern', 'scheint', 'horizont', 'mancher', 'afd', 'übersteigen', 'merken', 'stimmung', 'anders', 'hält', 'sage', 'einfach', 'lebenswirklichkeit', 'wie', 'schreiben', 'allen', 'anderen', 'was', 'denken', 'tun', 'insofern', 'gerne', 'diskussion', 'geschäftsordnungsausschuss', 'denke', 'starten', 'heute', 'einfach', 'gut', 'änderungsanträge', 'afd', 'dank', 'nächster', 'kollege', 'marco', 'buschmann', 'fdp']",geehrter alterspräsident wolfgang schäuble tat wichtig notwendig gleich beginn konstituierenden rahmen rahmen grundlage zusammenarbeit geschäftsordnung wichtig notwendig klar wie arbeit parlamentes funktionieren manche solchen rechtsrahmen nötiger andere alle verbindlich gut richtig spd vorgelegt reagiert einigen aktuelle situation regelt geschäftsordnung pandemischen zeit ausnahme beschlussfähigkeit deutschen heben heutigen tag richtig notwendig tun vereinbart wenige oben regime durchaus größerer anzahl tagen erübrigt also frage kleineren anzahl beschlussfähig also sinn weiteren prozess einige änderungen geschäftsordnung allen dingen spreche neuen haus natürlich geschäftsordnung etwas wahnsinnig lebendiges statisch letzten monaten darüber geredet welcher änderungen beispiel fragerecht etwas ändern andere regeln bestimmten umgängen all nächsten wochen monaten geschäftsordnungsausschuss abschließend diskutiert richtig gut geschäftsordnungsausschuss bereiten parlament liegen heute änderungsanträge geschäftsordnungsausschuss sinn unsinn änderungsanträge afd diskutieren sache kurz etwas was änderungsantrag hinblick absenkung anzahl bundeskanzler bundeskanzlerin viertel mitglieder hauses wählen wer nachdenken hilft situation gesetzgebungsverfahren haus kanzler innenmehrheit also sinn liegen ausgerechnet wahl kanzlers kanzlerin reicht viertel tatsache afd erneut ausleben woche woche monat monat finde sachlich guten gründe parlament zustimmung albern kanzler kanzlerinnenmehrheit relevanten fragen viertel kanzler kanzlerin vorschlagen absurd ankündigung gewisser brandner vorstellen besser also schlage haltung klar gehört anderen ähnlich änderungsantrag hinblick frage demnächst initiativen wie lebenswirklichkeit vieler menschen abbildet gendern scheint horizont mancher afd übersteigen merken stimmung anders hält sage einfach lebenswirklichkeit wie schreiben allen anderen was denken tun insofern gerne diskussion geschäftsordnungsausschuss denke starten heute einfach gut änderungsanträge afd dank nächster kollege marco buschmann fdp,231
